FID,StepWise_Estimate
70556,0.022918892
74068,0.027864243
74771,0.009067483
75352,0.149017672
75699,0.147620694
75875,0.019801362
77474,0.001903746
78137,0.041927002
78277,0.005693664
78818,0.001808906
78820,0.003137038
79084,0.015478919
79393,0.02771623
82321,0.024111826
83212,0.025167853
83634,0.004548706
83986,0.073101711
83987,0.077048037
83988,0.078644714
83989,0.080931559
84265,0.042062433
84436,0.066503923
84590,0.007651098
84609,0.008340659
85469,0.039663844
85468,0.030284866
87690,0.003982392
87696,0.020019366
88001,0.057590897
88127,0.003897724
89875,0.079290329
93454,0.025688891
93486,0.077163218
96034,0.365468665
97374,0.078134291
97873,0.043560428
98750,0.038365954
99679,0.137845078
100162,0.074899735
100164,0.030716225
100166,0.102706575
100167,0.035286865
101236,0.011927615
102001,0.039913616
106539,0.043874313
106981,0.005953519
107358,0.041311089
107359,0.041009843
107360,0.046415506
108302,0.262674512
108304,0.310189819
108684,0.018852327
112443,0.004337
113459,0.066674624
424005,0.08060446
439499,0.053616615
117274,0.250916455
117380,0.114135968
117730,0.002728195
118791,0.022278391
119060,0.050509484
119734,0.003815702
120095,0.006518111
120813,0.053707446
123035,0.031201762
123036,0.031035898
123861,0.007441815
125329,0.034694499
125770,0.062574993
127319,0.080258823
127359,0.055710129
128071,0.027992369
128190,0.004547953
129165,0.014389074
129860,0.211127698
129861,0.215441167
130478,0.002882125
131587,0.001257215
133388,0.061947342
136001,0.031780353
138052,0.022599129
138111,0.014132667
140820,0.002975046
140821,0.003262391
141313,0.010475203
142115,0.187384505
142116,0.96099481
142966,0.026377867
142965,0.039412956
143852,0.025544421
144604,0.025946461
144908,0.013523261
144909,0.014161438
147094,0.015789346
148389,0.011947349
148693,0.083292245
149599,0.000654485
149600,0.000708522
150314,0.068714016
150329,0.897859824
150505,0.154526561
150544,0.084756218
151991,0.038502883
152433,0.002245447
153243,0.010237146
153759,0.002872726
153758,0.032804079
154029,0.016466906
154030,0.018478119
154031,0.018175732
155170,0.016193102
158866,0.3151621
161328,0.006777876
162235,0.140437623
163288,0.016578819
166136,0.068109468
166137,0.067264092
166779,0.033655959
167275,0.004309998
167276,0.00426853
168060,0.007596531
171362,0.015610641
171363,0.039356141
174971,0.153185625
175056,0.009480389
175088,0.009613383
176095,0.033299164
178206,0.077785984
178735,0.003130498
179492,0.128143001
179560,0.00777736
179759,0.008964446
181131,0.018306681
183208,0.013841024
185188,0.215859622
187245,0.002680668
126261,0.003670171
199680,0.049337993
211269,0.032353651
228494,0.212905533
263959,0.006186679
279540,0.048414293
331595,0.00262931
397460,0.003102728
438782,0.005073457
189083,0.051827852
191101,0.029921787
196155,0.078034842
195270,0.02542643
196153,0.024959491
196149,0.03343507
196147,0.026770308
196154,0.104512817
200535,0.001361643
200696,0.018991059
201350,0.013588073
201365,0.02061265
201608,0.00966208
201676,0.057884079
203763,0.026906458
205558,0.001109164
205609,0.001085639
206544,0.022878987
207321,0.006300675
207535,0.006527898
208713,0.010795439
208714,0.011119862
209823,0.137985834
210526,0.023018227
212402,0.064070386
212414,0.008734292
213041,0.107896676
213042,0.110171578
213495,0.016891728
214084,0.076792983
214096,0.016208737
214097,0.015860388
214230,0.002844123
214521,0.01593514
215727,0.010183319
215756,0.001368028
216495,0.014753035
216496,0.02649822
218053,0.014894626
218677,0.071709855
218954,0.026251132
219340,0.016458499
219586,0.001714067
219626,0.004851514
220158,0.041448117
220353,0.145753312
220497,0.027433051
220544,0.00309947
220808,0.045955209
221250,0.247141146
222377,0.02754396
223816,0.037876111
224202,0.015868579
224210,0.009049306
224837,0.019003998
225296,0.05627809
228283,0.039753721
228284,0.045462495
228285,0.121667999
228286,0.12739626
228339,0.039114169
228340,0.018007749
230878,0.011407398
232834,0.016370376
232835,0.016275706
233676,0.203073014
233677,0.201608095
233678,0.088361122
234404,0.00637671
6471,0.020627286
12892,0.013361861
21274,0.109961008
25756,0.009826475
42176,0.020974144
46773,0.034488137
60471,0.008430172
65475,0.011355568
74443,0.025210729
74445,0.022096808
77770,0.036407724
78138,0.001551206
80125,0.105577305
86959,0.025360469
91985,0.006054803
103323,0.359705067
104091,0.014471609
114614,0.015447065
120658,0.211036456
124951,0.021065625
125170,0.030094036
130877,0.001407127
137910,0.027700495
137940,0.054587756
148273,0.013631406
150452,0.015366079
163540,0.010282911
169649,0.037553434
181814,0.014825508
188753,0.00490843
188752,0.012445982
190200,0.034266086
213941,0.020516188
214231,0.002472493
218092,0.027482272
220366,0.001731122
221055,0.721226753
230601,0.359068764
248208,0.003600742
249845,0.023990134
269806,0.010005193
269807,0.015750054
280817,0.004678725
287654,0.005749348
301638,0.001068976
312342,0.022622988
343260,0.050781547
344491,0.005951475
346357,0.014165758
352019,0.052510272
352020,0.037948706
372016,0.014060346
373019,0.067991557
396331,0.048663277
400458,0.002253118
401087,0.095758504
409601,0.044065382
411241,0.009876602
413818,0.006574335
430025,0.007139004
430026,0.007194743
431902,0.014603187
433858,0.091215104
439545,0.006861729
442557,0.005196693
236457,0.038554881
236763,0.059868399
237951,0.017529511
238789,0.025675586
241982,0.00486894
242992,0.050977248
244477,0.102492267
247053,0.155760827
248122,0.006109246
248734,0.054190539
250656,0.002203589
251038,0.037799136
251942,0.002308037
252163,0.026136514
252189,0.004379558
252557,0.006787501
252558,0.087756845
254688,0.055910524
254863,0.008957309
254864,0.00955873
256718,0.138967972
257053,0.01853347
257180,0.050148733
257857,0.013649501
258275,0.04358323
258608,0.125222349
263045,0.032531699
263910,0.001906033
264279,0.012226901
264736,0.094682987
265138,0.102748804
266822,0.015101988
267364,0.018633927
268152,0.013484917
268153,0.01512368
268540,0.025348281
269804,0.037259873
269805,0.027280053
269802,0.004198975
274148,0.062422317
274149,0.15833256
274679,0.003145054
274890,0.003060545
276437,0.017572692
278122,0.012099679
279864,0.020622325
280060,0.007395233
282752,0.016847961
283707,0.016843913
283709,0.019198119
286497,0.113185672
287127,0.066117297
287128,0.063748322
287129,0.063748212
287653,0.077188227
290132,0.021033696
290462,0.014171564
290919,0.002487362
291682,0.00491781
291681,0.009085875
291703,0.643753699
291704,0.072062168
291705,0.958377975
292625,0.123453391
293206,0.123756179
293208,0.016183786
294415,0.037043705
294457,0.374798161
294750,0.0247251
297968,0.011603601
298108,0.004010966
301088,0.015460417
301089,0.016669308
301504,0.00491797
302098,0.041206549
302367,0.363296457
302368,0.377766976
302369,0.326165779
303821,0.013378464
305195,0.001628129
305977,0.012308195
306020,0.011829052
306086,0.005656838
306892,0.003811586
308041,0.015550178
308107,0.070312008
309559,0.008447151
309565,0.008199618
309569,0.011483698
309563,0.010403689
309564,0.008407832
309566,0.017402449
309568,0.011514441
309567,0.008172752
309620,0.043464182
309621,0.134098261
309744,0.009849979
310677,0.155148069
311203,0.008685976
314883,0.014435369
315119,0.030580422
316616,0.028351036
317630,0.00540175
319251,0.094802486
319500,0.004582551
319501,0.004691298
320636,0.001532159
320863,0.016528261
320875,0.008267019
321081,0.01130837
321694,0.091312137
321933,0.111331724
323824,0.01065234
324621,0.031605775
324686,0.002681876
324770,0.022683135
325797,0.037149735
327394,0.059540441
327819,0.003602548
328861,0.000787195
331386,0.011109094
331750,0.759618884
335151,0.006561092
335190,0.358517917
335191,0.023325352
335192,0.02153718
335189,0.049201029
335899,0.099343545
336336,0.02372284
336338,0.024668283
336339,0.023422461
336442,0.007123946
336443,0.008783926
336547,0.022432394
336799,0.025539823
337502,0.065126308
338392,0.003871995
339200,0.025486612
339201,0.028927279
341903,0.006870413
342400,0.091719959
342985,0.003963205
343514,0.005470224
344672,0.001731184
345523,0.003092961
347648,0.018570813
348314,0.011525931
348530,0.008577252
348572,0.050127424
348573,0.09567022
348670,0.001597394
353493,0.011565451
356106,0.028119836
356254,0.006551913
357778,0.147782739
359795,0.116061135
360206,0.219497739
360207,0.069023204
360742,0.154538261
360743,0.266950077
361192,0.045944215
361193,0.047433364
364344,0.001477619
365255,0.013173614
365305,0.197837124
365304,0.041829543
365684,0.021194361
365943,0.024508426
366304,0.054681609
366332,0.021177825
368672,0.038052331
368673,0.039555318
369547,0.067110439
370609,0.114952047
370610,0.098385667
371473,0.008569367
373017,0.037211178
373018,0.020556013
373016,0.00947743
375671,0.01022205
375933,0.006708558
376112,0.01612797
377026,0.099237197
378335,0.034607177
378911,0.006924141
380115,0.034269338
383272,0.001415515
383615,0.013188869
383616,0.013182694
383617,0.013287768
385797,0.014291334
386248,0.055912515
386681,0.01534961
386682,0.017853668
387420,0.04719576
388066,0.022111458
389572,0.110373173
390120,0.033551465
390786,0.030554814
391547,0.098055375
392680,0.029556494
394701,0.04044542
397070,0.025880245
397071,0.025858647
398332,0.008665014
402060,0.034296079
402058,0.079347612
402059,0.073994096
402056,0.07203236
404620,0.02309
404621,0.020069719
406732,0.004085367
410006,0.004903893
411148,0.010292509
411149,0.009356432
413465,0.010639243
415065,0.023130476
418787,0.040187343
419463,0.007312432
419939,0.29940145
419942,0.327960948
420968,0.095546935
421014,0.035526498
421015,0.040415139
422089,0.017616912
423530,0.021044535
424176,0.065463685
424177,0.129662118
424179,0.065081596
429149,0.356220018
429209,0.039139648
429210,0.048808357
429510,0.0231446
430024,0.006435329
430641,0.006615669
431230,0.001939421
431591,0.032392374
432712,0.049966951
433857,0.005332428
433855,0.13380614
433856,0.130274169
434945,0.072390072
434946,0.168598242
435041,0.045841931
435804,0.043724286
435842,0.044563031
435985,0.016054246
436735,0.024524569
437412,0.288890895
437906,0.025373229
437908,0.023422539
437909,0.032661456
437905,0.111865396
437904,0.091191652
437907,0.010184242
439536,0.034261608
439852,0.01151112
439853,0.011455732
441384,0.127300708
441665,0.081455773
442344,0.007391374
442402,0.006743537
442345,0.058066045
442446,0.001369778
442833,0.003808312
445742,0.043496721
445743,0.17770322
445744,0.037657778
446084,0.027338982
447285,0.038394309
448523,0.00372018
449905,0.001984486
450184,0.048555657
291936,0.021513513
450176,0.012672829
123975,0.075587968
140943,0.029452216
3467,0.009460608
187813,0.148537083
235993,0.034718279
262123,0.01746328
354823,0.13329542
2282,0.781441269
44410,0.024588719
4557,0.014949937
276633,0.007261717
11566,0.005397122
359218,0.03245868
442051,0.036387341
16800,0.011485759
16972,0.015796137
20495,0.021768403
21416,0.03950626
29003,0.028805592
33983,0.042496245
33984,0.039130894
34575,0.005965903
39683,0.009151178
40312,0.00740137
41071,0.00615089
41079,0.00637135
45511,0.045222092
45509,0.006388867
45912,0.02084428
46213,0.012744627
48639,0.102445052
51977,0.104065608
51978,0.107782657
52524,0.002272615
52732,0.017033169
60541,0.038459987
60542,0.029671425
64308,0.152023914
64642,0.001654633
65970,0.339816501
67202,0.086629886
68476,0.042629347
68938,0.040956251
68939,0.621211781
75278,0.011603881
75279,0.123280273
75280,0.016987206
81772,0.121412733
82085,0.09565024
85599,0.033963587
85600,0.035049023
85601,0.03719387
87261,0.017533863
89148,0.498238885
89877,0.020849889
89878,0.02110588
92767,0.01710999
93172,0.020650428
94476,0.031783701
138658,0.012440082
161711,0.005224068
192990,0.005615628
194145,0.040688442
199683,0.144945016
281737,0.537099477
282576,0.144988774
376474,0.005063367
385246,0.008258135
389067,0.253128313
413597,0.114977515
98714,0.049181627
102791,0.013364325
103960,0.002513025
364942,0.090502503
401090,0.091882869
415147,0.002328142
106646,0.010380374
106649,0.010874486
107207,0.045210408
109012,0.07837862
3482,0.312523675
21674,0.054776033
21675,0.014499855
21676,0.015233493
2502,0.008702019
150651,0.005901906
13438,0.080107464
17702,0.124003873
22057,0.001305376
23122,0.177619933
24408,0.035994517
24409,0.037703457
27207,0.048397082
28820,0.021254653
31563,0.010681713
31681,0.009033111
31922,0.007186989
32724,0.015651312
45513,0.168998637
45970,0.10412699
47310,0.109253429
48117,0.004662131
52952,0.100519473
58144,0.011001829
59551,0.027289392
59552,0.029603788
64120,0.004771353
64953,0.050319948
71600,0.027746331
77934,0.082366799
80083,0.359147058
80082,0.2169963
80772,0.002341514
86792,0.025667545
86793,0.018315407
87175,0.00843741
87176,0.010571049
87177,0.025330036
92299,0.031303229
93960,0.010233866
97339,0.014273517
108306,0.01301962
118836,0.1060293
121144,0.007194321
122354,0.276772529
122355,0.34555514
122356,0.745181989
130162,0.037558745
135336,0.013663174
141770,0.074181319
145688,0.088497947
147546,0.072796468
152847,0.024191459
156847,0.01913908
160838,0.019473846
160942,0.016960786
162865,0.07490927
162913,0.103228681
163175,0.06429731
164212,0.082246324
168022,0.030489272
168023,0.009393274
169978,0.161675679
173964,0.013736523
187487,0.053024784
190074,0.010549594
189755,0.031972416
191524,0.051694791
193344,0.037090144
199684,0.03036861
199685,0.067064593
210219,0.005916388
220392,0.015973523
232697,0.12686033
234236,0.069299679
235195,0.009093286
238293,0.031628743
241858,0.066232134
254432,0.068735744
254433,0.007411627
254504,0.02563221
259224,0.011677797
264755,0.002287089
267617,0.2077987
269816,0.009133236
269813,0.034086743
269814,0.403779892
276975,0.030711568
277973,0.017791717
279865,0.024029776
279866,0.022279038
287663,0.028389841
292447,0.042684308
215775,0.111542337
297885,0.017209282
298439,0.011982623
302895,0.00904914
308845,0.088508487
313904,0.014240355
316571,0.047270882
320494,0.004640632
327174,0.046008775
333070,0.046737026
333539,0.032459767
334989,0.036894901
338046,0.005381594
355920,0.003068335
358321,0.008098782
365524,0.043996836
370351,0.092027083
370352,0.067949166
376438,0.005107075
381011,0.017852938
381012,0.013608183
383005,0.044565519
396397,0.251398593
401091,0.015876209
402064,0.008954131
418018,0.142662467
418399,0.066784449
418678,0.021664759
418679,0.022466524
421583,0.023875134
421584,0.028699042
423028,0.010558529
424079,0.087685917
424080,0.329682772
425176,0.016664107
430199,0.124725732
431437,0.08533698
432919,0.002980945
432920,0.019891206
436328,0.001878257
437308,0.007892605
449923,0.01851774
320571,0.059250381
325801,0.01410842
349276,0.035124895
423531,0.026696116
432652,0.003650325
64358,0.016339064
116768,0.000361285
120096,0.016322363
122156,0.032498779
123547,0.034686201
124286,0.038143198
130625,0.021850059
130923,0.005210553
132059,0.032716686
132296,0.009789052
138179,0.004978474
138178,0.006352637
140216,0.27296406
141069,0.024768547
143330,0.020020878
145851,0.018813477
149165,0.01337624
149940,0.097436205
151003,0.220269509
151002,0.244671151
154512,0.077797456
155658,0.043273883
158793,0.403856672
159113,0.020638008
159973,0.010838689
161068,0.032063836
163572,0.044591249
163728,0.111808015
166811,0.239248497
168141,0.06194664
170630,0.587373195
172114,0.041208221
172115,0.045397828
173547,0.001661771
173546,0.000864224
177299,0.001357447
178207,0.031578882
178322,0.030371916
178323,0.036657311
181012,0.292385337
181151,0.439796737
183424,0.246963366
185981,0.0099497
185982,0.011343459
186397,0.050782943
196167,0.00573896
190940,0.043000926
191558,0.011513223
193160,0.101774582
196159,0.030425804
196160,0.021657052
199682,0.004740575
201075,0.002001223
203524,0.084840147
204503,0.010979099
206826,0.02756118
206827,0.229927862
206828,0.049533989
207001,0.011263243
212151,0.006149467
217936,0.023766676
219172,0.020085948
222391,0.029552622
224494,0.016695374
226324,0.070188506
231630,0.073595254
231737,0.037508645
232984,0.0072529
239087,0.060652594
239088,0.058059017
241267,0.019852345
243234,0.014351242
248755,0.002857403
252319,0.013108496
252841,0.005525659
254369,0.089305303
259221,0.053777587
259222,0.303945104
263024,0.062448269
266391,0.055462678
268154,0.032859446
268548,0.115806128
268670,0.030909392
269808,0.00443555
274207,0.193462734
274208,0.999826593
274209,0.337420895
274210,0.074580902
274211,0.629383267
274976,0.011810679
275025,0.028675775
278579,0.017765608
279149,0.012062541
279151,0.012537184
282265,0.002022179
284123,0.053248608
285272,0.104975623
287659,0.035244569
287660,0.004793925
288678,0.005773482
287656,0.012694901
287657,0.014335658
287662,0.042676775
289191,0.019476021
290300,0.309777015
291882,0.056345893
297423,0.017075205
298957,0.021312855
298958,0.720840429
298959,0.426547856
298960,0.021302911
298955,0.116958084
300354,0.084401598
305343,0.050133995
308419,0.068837124
308420,0.071388586
308421,0.073992371
308422,0.073018525
310723,0.030478222
310912,0.055795527
311318,0.002007002
313834,0.019573277
315490,0.004621283
315491,0.004356726
317919,0.010492843
320689,0.265403255
320690,0.060504013
320691,0.235257333
321543,0.001376705
321991,0.034262431
322021,0.009068028
322732,0.052409741
322733,0.105143658
322734,0.054333709
323783,0.020915403
323815,0.020662942
324636,0.003608457
328266,0.115344533
329080,0.247749296
329078,0.09595945
330409,0.000893856
330413,0.000934225
34609,0.096610013
57462,0.007820058
89880,0.001778816
137413,0.003087197
7765,0.002202956
7766,0.039270814
8732,0.032105454
29016,0.026080064
38342,0.038992383
38343,0.039316149
41394,0.066527488
61292,0.009470425
64309,0.082641549
64889,0.038666839
68080,0.141762048
112025,0.068359305
116373,0.000673119
121184,0.184609971
123637,0.015471295
128300,0.013603035
130068,0.002194248
147097,0.034354441
165463,0.276443421
173163,0.016805801
174337,0.0058789
176856,0.001640699
177602,0.011067927
201611,0.005992348
227282,0.003876175
313905,0.062169338
314670,0.005066643
316388,0.017562497
330350,0.008524493
334549,0.011379467
334562,0.003904294
361195,0.03443546
390792,0.010335814
394842,0.009594381
399318,0.013130592
429491,0.056965912
431014,0.015582481
449889,0.013987453
223469,0.03315072
232574,0.118791761
244529,0.032862691
338719,0.174938616
407097,0.289601124
335271,0.067209516
76807,0.001574113
76808,0.001723673
183007,0.005449077
341041,0.036633908
343464,0.005096498
343465,0.002967225
343466,0.00164981
343467,0.001503408
343468,0.00147685
343469,0.001597977
344725,0.044265069
347925,0.009204252
348098,0.012611989
348624,0.173325497
349231,0.062643842
349292,0.016864531
349465,0.076896385
350260,0.042025624
351807,0.042342058
352207,0.025735153
353153,0.013350032
354782,0.021222512
355549,0.083505223
357650,0.142426846
358495,0.124734798
359392,0.100960218
360909,0.02436974
360989,0.143482616
362059,0.011072914
363671,0.010595714
367208,0.035557126
367209,0.036536092
367210,0.033438706
367771,0.014523452
367772,0.013515553
367773,0.013391436
367936,0.003911403
370213,0.060784544
373021,0.358855247
375672,0.024463312
378925,0.024910913
379171,0.00459522
380004,0.038710142
380005,0.015304461
380980,0.056512869
383196,0.023106335
384252,0.056556205
386031,0.003881375
386249,0.139630777
390497,0.039646632
400518,0.008705392
402796,0.018840023
402061,0.012110202
402062,0.026325923
404412,0.027708893
404419,0.029476773
416286,0.018497504
417752,0.019959549
421727,0.009286667
421728,0.009768145
424180,0.08887427
424419,0.060311203
424611,0.036340399
424779,0.006550281
424780,0.007323908
424915,0.018619993
425744,0.026373365
429185,0.047423313
434727,0.049777204
437911,0.029165317
440553,0.015282412
441706,0.01519197
441870,0.144632939
443674,0.013909769
443943,0.015744001
252995,0.007244678
450013,0.020759514
330014,0.040602067
281970,0.105136829
126258,0.036137038
151402,0.03705879
196168,0.010836567
15830,0.004940158
158418,0.057759078
264779,0.031735766
264780,0.028019057
264781,0.028719553
309325,0.017293459
408433,0.017565859
327815,0.004004977
364647,0.138871336
397420,0.05049635
397421,0.053216681
422324,0.133481373
62130,0.041664731
125771,0.023531352
232522,0.027228025
253430,0.011732093
361630,0.019154034
202179,0.184068272
27814,0.112766123
16143,0.00288284
25445,0.090965954
30377,0.042666271
45084,0.047240636
48025,0.007812763
56075,0.017643336
62131,0.186512673
66189,0.043734117
90974,0.01840798
106635,0.015474794
92988,0.055400449
163700,0.005751242
193348,0.04924434
294242,0.001205527
325795,0.069473904
117884,0.019878404
121951,0.016084706
124673,0.013644955
126833,0.005419122
132198,0.051444296
134225,0.008807219
141922,0.021342047
150105,0.018780638
175040,0.004508798
175041,0.004353882
175042,0.004287981
179130,0.006769342
198355,0.003920377
200536,0.004363188
200538,0.00432845
225799,0.003044821
28158,0.007862485
30378,0.012964091
94281,0.001355741
136488,0.013637574
145853,0.073909101
328354,0.022071286
401095,0.010218749
409665,0.004261753
238034,0.028649312
243440,0.12158532
249260,0.043598835
258276,0.007076003
262998,0.034969345
283334,0.033418955
290877,0.000887411
292071,0.036993299
297282,0.00544097
310913,0.014126334
316791,0.008368968
316792,0.008730601
321590,0.063861559
349997,0.02589082
354530,0.006191308
362052,0.010831527
377325,0.005841314
379039,0.05669753
388242,0.029148526
393871,0.010804117
408191,0.000958109
408699,0.018011587
417602,0.006425172
428681,0.039604471
434751,0.003917092
437913,0.017475178
31915,0.003778142
403736,0.01777067
356282,0.0069711
16107,0.05185787
50637,0.011900107
50638,0.013822896
50639,0.012040294
145182,0.027860057
210809,0.031508792
315079,0.008631921
2206,0.316194979
18818,0.002982481
18887,0.003635814
21417,0.07811415
22102,0.014615483
25143,0.08933162
25295,0.036806936
27209,0.056749405
27211,0.050025991
27210,0.037816771
28628,0.001589565
30077,0.009133857
31487,0.03556461
45435,0.028671736
45828,0.01076116
49801,0.001553411
51197,0.008288027
55245,0.001332457
60479,0.104309912
60583,0.03479825
62498,0.017076719
65759,0.033474243
71405,0.317718164
72589,0.015588334
81599,0.014945969
86794,0.165013565
91744,0.016573467
93719,0.017564199
97532,0.018767337
98578,0.047976564
102444,0.053810337
104236,0.112171598
104686,0.039726908
105443,0.005557245
107865,0.017955246
108308,0.069133764
111730,0.00324126
111731,0.003449729
114639,0.003696745
117381,0.004530732
124179,0.010600466
128714,0.025383215
134389,0.080399539
134825,0.01301343
135151,0.023685071
135877,0.032486644
136909,0.014720785
139884,0.066764631
143068,0.022426371
143567,0.056060234
147442,0.004396007
147628,0.036121901
150098,0.001496677
152307,0.057919678
153004,0.051484989
154033,0.050855856
158421,0.134943562
160873,0.002995546
160897,0.01668447
162236,0.018021325
167868,0.010124567
173528,0.027813063
175181,0.017550689
176587,0.001468776
179686,0.044981541
180127,0.004520241
184790,0.021198544
191538,0.002756442
201170,0.007570708
204246,0.022111775
211820,0.001417922
212386,0.008949065
216419,0.09721311
221252,0.058287365
224094,0.010472404
231874,0.207176592
232439,0.012923529
233679,0.055347496
233680,0.048133586
236168,0.00092069
244832,0.04186898
244938,0.021345207
258277,0.073878197
260758,0.455865514
261195,0.012322693
261194,0.146449754
261912,0.041415945
262621,0.02357647
269821,0.027040926
278080,0.003482976
279948,0.003224601
285396,0.012459927
287665,0.145465109
287666,0.061096472
294043,0.050999584
297578,0.011530838
299615,0.008329318
301362,0.024585347
306279,0.028115912
312345,0.02786759
317182,0.040614576
326375,0.08665832
334022,0.026592323
333794,0.006742375
334987,0.006630039
335877,0.03785689
337673,0.063256153
338722,0.10556835
340495,0.005215749
343606,0.086742922
363514,0.025431745
364845,0.039059988
366940,0.077055033
375033,0.007281316
373027,0.04624293
378800,0.006343017
383529,0.00576348
391947,0.037432743
392809,0.103403679
392808,0.12442401
392823,0.117227782
402952,0.06832831
403791,0.014249209
418271,0.00723632
420282,0.098876899
426638,0.018492643
434900,0.074089556
435042,0.044248297
441609,0.004358437
443944,0.040310161
449849,0.005103957
450526,0.008553252
450527,0.008658249
450952,0.015664264
259902,0.509958306
202621,0.013434281
4528,0.058737988
4529,0.056810087
33735,0.024148569
33760,0.003497916
55701,0.004639202
67955,0.008251634
85603,0.092094055
92300,0.093245825
102690,0.004878299
115707,0.060190289
115849,0.066030059
115942,0.008464014
124675,0.035338345
150173,0.002519003
151993,0.441085988
151992,0.080220234
167474,0.034908607
169307,0.060029241
179657,0.115925358
193349,0.051263006
193976,0.033749371
216441,0.001198235
230081,0.023689237
246353,0.006813668
248273,0.115510931
269823,0.024466505
278798,0.013143913
281254,0.028508321
282717,0.048694299
11316,0.028207512
18888,0.011285605
30855,0.001766396
44605,0.010759167
47312,0.012976767
77475,0.001355028
128048,0.064288869
135097,0.019496093
151994,0.002510593
163649,0.009589549
163650,0.009809434
184115,0.304547921
203115,0.020193466
254689,0.002488436
256606,0.02186857
333293,0.049372404
373028,0.015623919
389652,0.070961013
407463,0.017006775
424420,0.004836629
424535,0.005026411
450427,0.326850757
450591,0.006578728
306813,0.017866942
315761,0.094726489
323161,0.018224209
331028,0.020063541
345684,0.003450644
345685,0.003673598
394197,0.001673658
271920,0.004346851
84748,0.008344468
314375,0.014465851
247511,0.012900875
139241,0.01936379
196171,0.02748015
73901,0.045120131
236906,0.003015509
263815,0.019991378
263816,0.034148984
268580,0.1047166
313053,0.012242197
333254,0.004301375
373029,0.041292542
396257,0.123583281
310015,0.020775818
192765,0.00173562
276665,0.054682292
328783,0.011247361
328784,0.010847014
356159,0.007795041
391948,0.014054997
16352,0.083014428
37972,0.001949841
188478,0.006028101
281436,0.012983996
339321,0.004961919
377634,0.002364475
59446,0.055806157
42889,0.098022315
193944,0.003169067
178116,0.015303067
38552,0.003792607
46051,0.013830304
83944,0.023110175
155177,0.016464645
156451,0.006912077
173965,0.01347146
291925,0.433006792
438958,0.013134017
237299,0.037267487
436010,0.038181725
152210,0.048766017
388243,0.030115355
113462,0.037166049
41190,0.021592495
16353,0.015851922
16354,0.016232275
44200,0.007542861
199270,0.010497425
278844,0.023056584
278845,0.009243913
278846,0.009133801
67914,0.014981583
342368,0.160769994
342369,0.113468126
342370,0.063465442
229006,0.510942838
379486,0.003398174
171531,0.000875694
184920,0.003720718
325234,0.002206379
373030,0.040275518
428173,0.00308183
433863,0.070639898
448926,0.000963594
92301,0.045741878
134491,0.010846543
135003,0.05395544
139824,0.004486795
180440,0.007340455
203651,0.014982247
259984,0.012892764
268014,0.007495941
286913,0.016790725
332908,0.013926114
390694,0.004654033
31636,0.044172446
45847,0.027647295
56235,0.002855457
72038,0.013073789
95634,0.018104802
102227,0.021745515
108115,0.011955032
118306,0.03185063
129173,0.043043393
135612,0.016948255
140848,0.00524811
145501,0.011217398
150453,0.031562052
150454,0.013840911
151727,0.002619167
155894,0.002288092
170819,0.025783393
175918,0.080139
175919,0.013898957
192095,0.014527585
196174,0.002392582
196173,0.038872059
199686,0.026152306
203290,0.003767027
208372,0.013279586
217140,0.03145808
220164,0.020791677
221253,0.011578042
225878,0.013248434
226770,0.044856625
227906,0.005172757
260631,0.058927993
265522,0.037961228
269825,0.020862152
277926,0.008937735
278813,0.011677649
282753,0.02567244
287668,0.021143526
292823,0.019567111
295032,0.012834917
302206,0.019250869
307658,0.006027408
309799,0.06134114
311487,0.054141956
313054,0.001567468
352547,0.018385605
357779,0.016412439
357780,0.007625871
359742,0.002356188
363594,0.034370925
363809,0.01977317
365526,0.006483253
373035,0.014199782
373034,0.062377491
373031,0.005664883
378128,0.001234764
381981,0.010770483
385535,0.010674632
396943,0.005070599
418193,0.013088413
419901,0.001453718
431006,0.007621542
435443,0.047164576
445223,0.019667752
445224,0.022869297
447078,0.003694936
449756,0.004489422
422090,0.003826972
431059,0.00337806
431060,0.003368206
62500,0.010132263
272163,0.04293692
368544,0.06668436
394198,0.085769685
347396,0.027716325
107599,0.008366738
369335,0.011481399
3832,0.005257552
22476,0.014345802
28629,0.008190657
58560,0.010201546
60318,0.00236828
79634,0.021563759
79633,0.021651479
82247,0.005693254
83056,0.047236105
94419,0.010123034
108166,0.082203095
111450,0.031395183
121145,0.005467434
126064,0.015740314
134032,0.043372813
134134,0.107323748
138018,0.170603287
144215,0.024943848
144373,0.121004713
149253,0.076639913
153153,0.013232303
153154,0.033248106
158423,0.017988021
167249,0.040564744
168786,0.133375764
168787,0.020974497
172820,0.038007978
172821,0.03780152
175768,0.080592789
182800,0.00401274
219292,0.010730294
219311,0.011324799
231453,0.007137717
239262,0.005075745
240831,0.045575886
296897,0.006229231
307755,0.045464924
316535,0.048606639
316536,0.066442243
316537,0.132472774
316718,0.068198953
327119,0.002454698
334924,0.069590082
360105,0.031935166
360156,0.060192942
360157,0.023607033
360158,0.023607426
364735,0.138814549
370967,0.008257525
387485,0.116224393
393797,0.403226822
394199,0.003568636
405034,0.013224863
433317,0.007466608
437915,0.055831757
442560,0.043456537
446246,0.013865009
28404,0.006370906
43648,0.001597649
70257,0.001296498
87163,0.001339645
87164,0.001214757
123956,0.002580846
124507,0.046381249
124568,0.004673763
