FID,StepWise_Estimate
388458,0.001355833
390360,0.009391613
401740,0.028998334
298252,0.028081515
2010,0.014536664
15260,0.005023135
124570,0.009689565
151952,0.037507683
186261,0.011937579
212041,0.062271305
233541,0.022211149
241836,0.001218952
262695,0.007755381
263588,0.044149948
315239,0.089118238
331158,0.001239198
356901,0.006706573
364504,0.033102089
379534,0.014333641
382213,0.009849847
390925,0.017827269
418044,0.007750411
418594,0.005323392
419946,0.182139549
438730,0.002512214
451800,0.040273795
397471,0.027297176
223662,0.011445066
10491,0.003597981
325162,0.002694855
194223,0.106485284
256716,0.004848342
198198,0.311107835
198199,0.13168758
208512,0.042124155
221085,0.006814222
175605,0.052268572
449596,0.009265646
13976,0.006678987
52149,0.030636176
100290,0.001269502
276640,0.013783265
55003,0.011320375
144086,0.049616533
262058,0.013796603
16742,0.020347611
2111,0.121699823
38275,0.001364508
79116,0.011560654
85017,0.033910886
2739,0.013787983
2740,0.015549187
163791,0.071333467
4095,0.130481272
189636,0.003485718
4574,0.017984539
6687,0.021908022
7852,0.029465356
10134,0.004407941
8091,0.028151632
8092,0.058180297
8087,0.00401334
11030,0.0130412
11160,0.001064404
310512,0.012306668
11610,0.490908088
11611,0.309751091
11612,0.305591631
11613,0.241597231
12363,0.005185916
12826,0.007556891
13372,0.028903707
14785,0.049203779
16431,0.03119751
18702,0.026239813
18988,0.019272117
19013,0.002245852
19023,0.002303051
22418,0.02254927
24654,0.009821287
25062,0.009906401
33041,0.029740897
35353,0.054610623
35820,0.001558657
37528,0.061164183
37529,0.088343936
37716,0.058636055
39547,0.077022925
39548,0.473796621
39549,0.094456609
39659,0.019270929
40629,0.072134391
42980,0.064395498
45309,0.004178836
45310,0.004821422
45318,0.004583958
45898,0.019772167
46137,0.004473631
47394,0.040146637
48167,0.106997727
48168,0.03239402
50578,0.030212441
50624,0.00205244
51164,0.002317527
51335,0.052932445
51336,0.144331651
51593,0.007589981
51660,0.002271986
51680,0.004953653
53878,0.011894611
54251,0.028634545
54640,0.115243873
55295,0.016477486
55296,0.025253845
55528,0.034677854
58459,0.007638484
58753,0.181806457
58752,0.053642997
59933,0.002913116
62408,0.021151197
65609,0.006354486
65769,0.00836768
66246,0.031673753
67460,0.209466334
67721,0.083246011
67720,0.091329495
68305,0.007562329
67966,0.016982438
67967,0.017073267
67965,0.031438522
68444,0.027491237
68644,0.018917674
70203,0.017615105
70275,0.017687135
71805,0.01804205
72821,0.046810173
73949,0.018809457
73950,0.018947266
74292,0.016929823
76598,0.049299266
76599,0.02906497
77819,0.005679485
77845,0.013810129
77843,0.002400751
77844,0.098322404
81468,0.01461197
82015,0.008251705
82016,0.024835994
82794,0.014746449
16883,0.012738066
87390,0.002903154
88141,0.038783454
89260,0.005168335
89589,0.006229541
89590,0.006460473
89592,0.106256744
93063,0.006027512
96594,0.067757384
98916,0.273145561
101713,0.032468679
101714,0.095452116
173774,0.00776085
102166,0.135998873
102167,0.156864263
102168,0.135749283
102426,0.078275085
103736,0.009114169
104187,0.01270438
104188,0.011600072
105964,0.012548358
106927,0.019611579
87476,0.037574697
98661,0.026803816
109692,0.026940372
110120,0.064468826
110121,0.068851169
110122,0.065009595
110560,0.02643104
111159,0.025888937
111232,0.015811095
112053,0.010955384
112054,0.010142576
112173,0.274978542
112429,0.00914395
113308,0.01816193
113962,0.041477883
114969,0.14226821
115980,0.006550872
116707,0.544870157
117205,0.002828995
118104,0.035473527
118136,0.006102152
121027,0.066749843
121057,0.053317814
121058,0.055061375
123104,0.021538314
123218,0.089150145
123961,0.009416116
125188,0.903260747
125727,0.026953053
126024,0.008255301
126773,0.038702691
127474,0.069250645
128051,0.003879242
128052,0.004218055
129195,0.066913949
129501,0.017322105
130943,0.008499888
131493,0.057909044
131866,0.041072023
132680,0.005216446
136893,0.070352312
138229,0.050780137
139189,0.008399592
139403,0.013123726
140850,0.039233371
141452,0.034507398
144949,0.003221944
145550,0.007892211
146328,0.004732953
147725,0.004104063
148088,0.027599239
149076,0.045237976
150149,0.001577853
152820,0.006925938
153567,0.003853835
153568,0.004141721
153569,0.003446175
154717,0.046259665
154718,0.038875181
154978,0.007927358
154977,0.019098235
155901,0.008908261
158247,0.008642087
158248,0.027047498
159786,0.010861181
160524,0.008516865
160686,0.086133348
160958,0.071538388
163860,0.015399396
164289,0.02387796
164964,0.01577712
165619,0.00971254
165394,0.016430577
165716,0.025554972
165988,0.008887451
167645,0.007394625
167758,0.04796593
170573,0.047626457
170574,0.056238873
173109,0.041877012
173629,0.010846151
174301,0.007849874
173773,0.021443073
175903,0.23165404
175904,0.328914529
177344,0.036284067
177345,0.04591788
177346,0.0471598
177467,0.036665088
177668,0.009616757
179799,0.079073108
180091,0.033875783
181148,0.021951056
182188,0.180009639
182189,0.01946179
182224,0.125701456
182258,0.003422629
182286,0.010069187
182949,0.061914962
183040,0.115881029
183557,0.016521567
183567,0.020178809
184275,0.389975522
184904,0.035100045
192975,0.121276425
192976,0.042386938
193178,0.047056555
195094,0.050138693
198204,0.011697448
195301,0.016628431
195302,0.015965891
195298,0.022231539
199287,0.09186442
200918,0.014072017
201178,0.084675676
201195,0.007561191
201196,0.007856049
202685,0.004280624
204261,0.010983469
204262,0.021978861
204400,0.002011627
205035,0.002306104
206158,0.010815656
206892,0.052951085
208982,0.015033739
210432,0.02304746
211344,0.07310919
212356,0.080363928
212958,0.006856226
213320,0.043675337
213839,0.008277447
215205,0.003587105
217366,0.01590031
217367,0.014845706
218711,0.053972578
218750,0.001072741
221448,0.02262465
222616,0.050184953
223874,0.000700711
224594,0.03030927
224793,0.037206477
226151,0.00568305
226571,0.011152116
228227,0.002931914
229441,0.042391468
229907,0.011229798
230577,0.025840384
230677,0.008226594
231898,0.063587815
233542,0.068701936
234756,0.133289021
234910,0.005627183
235889,0.04569834
236378,0.246111335
236379,0.434242066
236380,0.374409811
237228,0.018985282
237261,0.82081953
237262,0.926786785
237265,0.020891214
238352,0.003083454
239738,0.008523352
242357,0.027900412
242358,0.029261874
244792,0.003867778
245492,0.030236042
245493,0.23326016
245882,0.0437226
249604,0.037738231
249792,0.487730978
249793,0.173507594
249794,0.166359308
252041,0.013611458
252217,0.01548907
252218,0.01463631
252758,0.195426761
254870,0.020854108
254871,0.02407431
254872,0.022226118
255075,0.020249696
256749,0.045545885
257749,0.019639342
258248,0.049362771
259417,0.005004006
263388,0.099231355
263592,0.052257718
263643,0.095894757
264493,0.01830326
264569,0.060337704
264570,0.02308553
264571,0.015043426
266170,0.33333457
267887,0.034297812
268765,0.050103439
271177,0.002591569
269247,0.026755282
269249,0.053331872
271612,0.188852329
273688,0.003986872
274294,0.029653162
276590,0.023329654
276597,0.026286069
279404,0.008171148
280310,0.012920799
280738,0.017056388
281703,0.016023927
283764,0.018133478
113817,0.007032402
173058,0.026879028
297593,0.052817564
332655,0.010921367
287223,0.001001899
287248,0.069340384
346969,0.010333345
289579,0.225459636
289837,0.015543774
290301,0.204289866
290893,0.134690105
290894,0.052072942
290896,0.12918285
290895,0.133983699
291578,0.023654447
291579,0.030233274
291580,0.021643045
292192,0.017034481
298698,0.311079532
299879,0.069631606
299880,0.071258931
300483,0.036963334
301024,0.065262287
301472,0.00293128
301502,0.001669208
301501,0.005033845
302031,0.012561522
306611,0.039821533
306661,0.003474857
307990,0.00905441
311730,0.01468137
311979,0.014383977
311980,0.01436556
313498,0.025786636
315894,0.020289311
317346,0.667200726
318103,0.00282672
318488,0.011056822
319648,0.074746521
321048,0.032736937
321588,0.203295838
322015,0.098772855
322525,0.034195321
323200,0.089694649
323201,0.084446282
324065,0.036517233
324707,0.040407488
325164,0.016318653
325259,0.009614058
325260,0.010205916
326844,0.007514449
327201,0.029634902
327202,0.035906252
328301,0.056987874
328332,0.013087059
328858,0.010498004
333245,0.004828548
334268,0.097482719
335498,0.024932729
335931,0.010072852
337514,0.138530866
339981,0.003656797
341037,0.056356602
341370,0.015749212
341455,0.015602041
341920,0.030594521
345087,0.016901592
347291,0.12540044
347960,0.013051289
349002,0.001004644
349099,0.013557041
353829,0.00243554
354471,0.034964041
355997,0.028400643
356223,0.009704589
357050,0.012428849
357194,0.005908234
358833,0.054883677
359263,0.09029816
361597,0.005798824
362020,0.052142254
363004,0.789468651
363028,0.051671619
368007,0.068432929
368006,0.066833623
370665,0.001339046
370977,0.050135873
370978,0.057573074
374906,0.000754303
372115,0.040991108
372079,0.004098843
372112,0.004167189
375659,0.012936508
375660,0.012516001
377300,0.018378939
377299,0.032614142
378830,0.018785245
379892,0.030228458
380850,0.017228851
381083,0.007153587
381542,0.026030149
382493,0.002382444
382494,0.002648991
383338,0.043298897
384004,0.080569077
387175,0.031788781
387176,0.036006768
387737,0.219203032
387738,0.205772536
387818,0.014734562
389156,0.027785757
389974,0.045915877
389975,0.045127841
392661,0.014872034
393266,0.07653203
395958,0.012252521
396222,0.018702197
398780,0.071953018
400887,0.05544743
400888,0.057112391
401727,0.007317239
402933,0.014833478
407068,0.004565489
408383,0.217060955
408665,0.013728839
409113,0.033052748
409913,0.033678361
410122,0.001462244
409966,0.008383068
413472,0.158204225
